,Text,Label
60,@Exojo @el_pais Fachas y ateos. Que Dios fue Catalán y creo el Paraíso entre Lérida y Tarragona. 😂😂😂,0
61,Marico que risa con su tierrues JAJAJAJAJAJAJAJAJAJ,0
62,@AnthonyDashESP  Fav si eres retrasado,1
63,Mi campaña contra llamar a los comunistas fascistas está siendo un fracaso...,0
64,"@hothorchata que por culo me dio el subnormal este, es asqueroso😡😡😡😡😠😠😠😠",1
65,Tio me estoy descojonandones que es subnormal ahora me entra la tos,0
66,"Dani Rovira siendo subnormal, quién se lo podía imaginar.",1
67,"A quienes hacen boicot con la excusa del ""patriotismo"": solamente el 8% de los actores/actrices de este país pueden vivir del cine #Goya2017",0
68,"Y la afición, fría, cuando no protestona. No me parece que, en el partido, sea de mucha ayuda cantar contra Tebas o que esto es una mierda.",0
69,@KibaOcaso con los ojos rojos y gritando por un campo de batalla golpeando a gilipollas con otros gilipollas,0
70,".@materazziRBB Esos ""jóvenes pacíficos"" que estaban en el Maidán, quemaron a 43 personas vivas en Odessa. Zozulya es uno de ellos, mongolo.",1
71,Propósito social: Feminismo y más mujeres en el cine.  Lógica: Poner a un hombre con un símbolo de opresión a la mujer dando el mensaje.,0
72,@FuggingBleb ¿y eso es ser racista?Eso es ser pobre pedazo subnormal. Y el dinero se lo lleva Morales haciendo un museo de 8 millones ahí.,1
73,Y el premio al más dictador es: #goya2017  #GoyaParaFlorentino https://t.co/AbmyACyMoK,1
74,"-Emo mongolo con gorra -Dice su edad con ""lvl"" -Bio de mongolo. - ""se patina guai en Sevilla"" - Dinosaur https://t.co/lUn8Ezdnpq",1
75,El alcalde de Boston desafía a los fascistas mientras otros como Elon Musk les susurran al oído  https://t.co/SLMgHigYJx,0
76,No sé cómo una mata a ti te pone esa mente tan loca; Cuando ella me lo hechó en la bebida esa… https://t.co/lYF4qUkIpx,0
77,"@BroncesLOL con se vozarron, para que despues te pregunten si eres una chica. En tal caso seras una chica que fuma tabaco negro XDDDDD",0
78,"@JotDownSpain si eres un pirata y recibes un punto negro,  lo llevas mal...",0
79,"No hace falta ir a Ucrania para saber que Zozulya es un nazi, o que Poroshenko es un asesino y un golpista. Bocazas. https://t.co/PgRTYkehk6",1
80,"@elLoko_Returns ¿Esa es tu idea de patriotismo? Las empresas separatistas tb son minoría en la Cataluña, como los abducidos por #MafiaPujol https://t.co/JuF5CyIcHa",0
81,"@PinoHormail @FutbolResentido @juanma_rguez Perdonarle joder tuvo una infancia difícil, sus padres lo echaron de casa por retrasado",1
82,"@Alexzee616 @AnthonyDashESP  Que aparentare ser retrasado,pero tu a mi no me conoces bien fuera de este río de gentuza toxica.",1
83,Juristas catalanes lanzan un manifiesto por el respeto a la ley en pleno desafío independentista https://t.co/8zKsghQRog,0
84,"Rollo: ""El Oscar al mejor sonido es para... el ruido del helicóptero que hacía con la boca el pavo este de Loca Academia de Policía"".",0
85,Los besaculos de gringo no se enteran de que los gringos adoran a Almodóvar y nuestros actores son como realeza allí.,0
86,Si pudieran estos Fanáticos de UltraDerecha eliminarían todas las lenguas https://t.co/BIqgeFucxs https://t.co/wFw7sJOwo2,0
87,"""Tengo tanta mierda en la cabeza, que la materia gris se está volviendo negra""",0
88,[SPOILER DE THE WALKING DEAD]... ¡¿PERO QUE COJONES LE PASA A ESTA NIÑA!? ESTA PUTAMENTE LOCA JODER!!! 😨😨😨😨 https://t.co/yuMgXCQnmH,0
89,@db9cama5 que bien haces de maricon.................................. ¿por qué será? Homosexualidad egodistónica se llama tu problema mental,1
90,@WillPro18 El chiste de los “maricones” es homófobo en cualquier contexto. Reírse de los accidentes laborales es rastrero. @AcLabEsp @BJK246,0
91,#L6Neratrump Manipulando a tope en 5min:  1- No colgó 2- ¿Ultraderecha y supremacía blanca?   Está gente es insuperable.,0
92,"Cada vez que sale un guiri a recoger un Goya hablando de puta pena, muere un gatito #Goya2017",0
93,"@pmanglano El Goya al mejor guión original es para ""Ellos siempre cruzan en rojo (Aunque son muy azules)"" de @PPopular https://t.co/M99kRzIgCY",0
94,"@Anuski24158940 me estoy poniendo negra, lo voy a quitar, es asqueroso",0
95,"@simohayha1979 @roy_swan @20m @PartidoRepEs No creo que llamar fascista y vendido a Iñigo, hable bien de quien lo dice",0
96,"@Cujjjo Me dio por ahí nada mas, y aparte que en el mensaje se me citó MAMÓN 😁",0
97,"@Dri69 qué pesada con el crossfit, maricón :P",1
98,"Pedro Sánchez asegura que ""nunca"" un socialista será su adversario https://t.co/WBrrVu4RoK. vía @periodicoaragon",0
99,@JuanitaAlba y la subnormal de la maleducada de Elettra no se ríe igual q la naranjita de los cojones o es una sensación mía????? no puedo!,1
100,"@0_Aredhel_0 MAMONA, FIJO QUE TE COJO EL MÓVIL Y ENCUENTRO DICK PICKS DE OTRAS 20.",1
101,#goya2017 joder el director de orquesta quien es? El hombre de negro? 😎Ridículo eh!!!,0
102,Eso lo acaba de decir mi Cari por wassap.  Capela maricón,0
103,@Generaldepie_ se les debería caer la cara de vergüenza.Quien es Diego Alves para recriminar a la afición? Que se dedique a parar y a callar,0
104,@65josetxu ¿Llamar dictador a Iglesias es sinónimo de votar al PP?,0
105,@Aqui_laBlanqui nain. Alejo Sauras sigue igual que en Los Serrano el mamón.,0
106,"@xavicht Vega, cretino, que tenga usted mejor suerte de la que merecen su hipocresía y su sectarismo fascista",1
107,"Estoy en una fiesta y acabo de ver un libro titulado ""The Religions"" y sólo me puedo imaginar los capítulos: los putos moros...",1
108,@galsuinda el vendedor de cupones era un gilipollas. No sólo los ciegos venden cupones. Ni todos los extranjeros son migrantes o refugiados.,1
109,"Después del desprecio por parte d las autoridades en general, no compareciendo a la fiesta del cine nacional, patriotismo parcial #goya2017",0
110,"""Trump es un fascista que quiere un muro"" #L6NIglesias Esto me recuerda al día que dijo ""La caída del Muro de Berlín fue una mala noticia"" https://t.co/gdUx2h6WCy",0
111,@Vulcano1982 pero si no sabe ni escribir el niñato...el haber si de su bio me ha dejado loca jajajaj,0
112,"Siempre me ha encantado como, para los fascistas patrios, el cine español es basura y el extranjero lo mejor. Cosas de la vida #Goya2017",0
113,"""Patriotismo es cuando el amor por tu propio pueblo es lo primero; nacionalismo, cuando el odio por los demás es lo primero."" https://t.co/LfLyhZKNvT",0
114,Si es que soy una bollera malvada.,0
115,Un vídeo chulo: poner metal al rojo sobre hielo https://t.co/9BEx8ypt0x,0
116,"Vicente Azpitarte, periodista y un poquito subnormal 😂😂😂😂😂😂😂 https://t.co/OyMigg74bp",1
117,nena soy un basura pero un negro bendecido,0
118,"Hoy hay que llenar el Frigo de Alitas de pollo, cervezas, patriotismo y libertad porque mañana ES LA SUPERBOWL🏈🍔🥓🍻🇺🇸",0
119,"Aquí las únicas víctimas son un club llamado Valencia Club de Fútbol, su historia y su afición. Por favor, el resto, se abstengan.",0
120,"@Alexzee616 @AnthonyDashESP  Dios,desde el 2012 sigue siendo igual de subnormal. Y si,también soy uno.pero eh cambiado varias cosas.El no",1
121,"Un Estado kurdo en Siria, será tan fascista y títere como el de Kosovo https://t.co/mJd9j7XYk1",0
122,"#L6Niglesias Por una vez no estoy de acuerdo con @Pablo_Iglesias_ ,Donald Trump no parece un facista, es un fascista",1
123,"@Pablo_Iglesias_ llamando fascista a Trump, las cosas por su nombre  #l6niglesias",0
124,"..y tú @willyvin , al que no piensa como tú hay que insultarle, no?. Por lo de ""facha"",""bocachancla"" y tal ....!!! @LosantosPosts",0
125,"@Leonlec  feliz cumple leon , eres el mejor cubriendo a mis Aguilas y ya eres un consentido entre la afición Azulcrema!  ☺😊😘",0
126,"Sr Azpitarte es usted un demagogo y sobretodo un ignorante, venga usted si tiene valor y pongase en la grada mañana...acepte el reto https://t.co/IU7qOP6apH",1
127,"@Privateer_Drake Moby Dick, El cazador de barcos. El negro del Narcissus. Capitán de mar y guerra. La cacería. Mar cruel...Hay donde elegir.",0
128,El domingo os estaré animando a muerte en el Arcangel. Dadle una alegría a la afición por favor @RodriRiosOfi @JuliCV7 @SergioAguza,0
129,Pues aqui viendo como hacen el monguer en #vipdirecto  Lo poco salvable de esa casa Emma y Daniela,0
130,"@LosantosPosts @Pablo_Iglesias_ Tú sí que eres un mamarracho facha, y bocachancla también.",1
131,"Carolina Punset del Partido UltraDerecha Ciudadanos ""Recuperar el Valenciano es emotivo pero poco útil para encontrar empleo"" https://t.co/BEjo4RysYb",0
132,@lmbarragan67 @XSalaimartin los del cancer son los democratas k kieren votar... los teoricos sanos son los fascistas k lo impiden.... ya ves,0
133,"Hay que ser patriota en lo referente al cine pero nada más, no me seáis fachas. #goya2017",0
134,Pedro Sánchez asegura que «nunca» será adversario de un socialista https://t.co/9r7AyP5Yqm | #Españahoy,0
135,Al portarse como delicuentes los izquierdistas gringos están haciendo quedar pésimo al partido Demócrata. Sin querer están ayudando a Trump.,1
136,"Una mierda de afición se merecen una mierda de equipo como el que tiene, seguit pasando que el club también se va a la mierda",1
137,@alycia_heda @empiezoporuve me has hecho llorar con el vídeo putona,0
138,"#L6Niglesias @Pablo_Iglesias_ despreciando en directo así a @eduardoinda por no ser afín, demuestra el dictador totalitarista q lleva dentro",1
139,"@JoseSnow18 es que no lo eres, es decir, qué más da ser hetero, el problema está en ser retrasado xd",1
140,@mendeleiev si? Joder me quedo más tranquilo. Me paso el día pensando en que deben pensar q soy retrasado. Q también...,0
141,"@jonviene poca hostia, no estoy muy católico",0
142,"He leído a un subnormal en el #BoicotALosGoya que decía que quería un cine español sin politizar, como el de Hollywood  ME PARTO LOS COJONES",0
143,@publico_es pues nada a pegar navajazos a fascistas y nacis y que se jodan y se viene la policia pues ladrillazo y fuera. Justicia de España,1
144,Loki llamando ''zorra llorona'' a la Viuda Negra es el punto más dark del universo Marvel.,0
145,"@poetscryforaby pero si tu solución o método de concienciación pasa por decir que si comes carne eres hipócrita por criticar a los nazis,",0
146,LRT. Diego Brando es gay me cago en la puta.,1
147,"ONU: Los refugiados son personas forzadas a huir de sus países para escapar de la persecución, la guerra o la... https://t.co/POsgiaHc35",0
148,"@BernyAme  Puedes añadir: Facha, cuñao, racista, homofobo,etc Al neo-vocabulario de  los imbéciles e imbécilas @Danseker",0
149,"Si yo entrego un Goya y el que lo gana no está en la gala, me invento otro nombre. Por mamón. No sé. Diría ""Luis Cuervas"", mismo.",0
150,@poetscryforaby tu en cambio ridícula argumentación de que los que comen carne son hipócritas si critican a los nazis es una tontería grande,0
151,"@alegrotix me parto eh jaja es que vaya subnormal enserio, esta sobrevaloradisimo este actor.",1
152,Os voy a deci una cosa. Nosotros como afición al carnaval nos merecemos un monumento. Manda cojones la que estamos tragando hoy ehhhhh,0
153,@Adonias8bits eres un sinvergüenza. El OoT se pasa por afición un par de veces al año por lo menos.,0
154,"@juanma_rguez Y el Madrid se ha tragado la mierda. Lo digno, sería abandonar la competición. Y que se la regalen a la basura separatista.",1
155,"@rodrigoamirola el político y el organizativo, que son los fundamentales. Creo que en los de igualdad y ético no hay grandes diferencias.",0
156,Valencia se hunde ya ni le apoya la afición !!  Esto pasa por vender el alma al diablo !!! Ánimo a todos los valenc… https://t.co/pEhgnZhScf,0
157,vaya dos ascos de tipejas y a eso lo defienden? y aun llaman loca a aida?,1
158,Los canis del 2000 y posteriores son aún más gilipollas que los anteriores.,1
159,Que no le den ningún Goya a Trueba es también por el boicot de los fachas no?,0
160,el último que le pegue a Andres es maricón #zamataouno,1
161,"@quiquechust Useasé soy Facha de costal viejo, ¿no?",0
162,Esto son 2 salidas que les da igual chicha que limoná by Aida #Vipdirecto Continuamos para bingo con los comentarios homófobos,0
163,"Ir en el bus y que un gilipollas suelte, cito textualmente: ""una cosa es ser homosexual y otra cosa es ser mariquita"", me explicáis??????",0
164,L@s fans FASCISTAS suelen ser bastante INCULTOS politic@s https://t.co/ovmbnHYkg7,0
165,"El lichi, culpable de la muerte de cientos de niños en India https://t.co/EXd4MRVw6Z vía @Planeta_Futuro",0
166,"@videsjavi No son nacionalsocialistas, son fachas xD",0
167,Ni yo @KingsMiss ver a a alguno de esa chusma de vividores subvencionados rojomierdas me produce nauseas  #NoVeoLosGoya #BoicotALosGoya,1
168,@LaikaOrbital @OficialJRivera @gildelatorre1 jajajajaja jajajajaja pero no comas pollo que te vuelves maricón,1
169,"Para LOGSE Incorporated (Si pué ser en inglés) ""Free State of Jones"" ¡Indepes excluídos vaya a ser que me quieran dar de facha, oiga!",0
170,"El lichi, culpable de la muerte de cientos de niños en India https://t.co/xW9Ow9Fh7j vía @Planeta_Futuro",0
171,"@valenciacf diciendo las mismas mentiras en las peñas y a la afición, con esta dirección estamos peor que nunca. Desastre. /2",0
172,"Es andaluz normalizado, como el catalán barcelonés o el batua vasco. Aumenta exponencialmente la vergüenza ajena.",0
173,"Mi único consuelo es que para hacer el subnormal, el malagueño Dani Rovira pone acento sevillano.",0
174,@Azpitarte ahí facha ahí. Haciendo demagogia barata para que la borregada te sea más fiel.,1
175,"Hay que ser capullo...el puto cerdo facha éste. No te da vergüenza de ti mismo,CERDO? https://t.co/8XUUBjdHSf",1
176,"Puedes llamarme negro o gilipollas,  pero no me llames tarde para cenar.",0
177,@JVilladelpratF1  te crees en serio que JL ha sufrido catalanofobia?,0
178,"Madre mía, hombre-tacones rojos-caminar difícil- No. No es un chiste de pueblo. Son los #Goya2017 #contandolosgoyas",0
179,¿Son premios al cine o la igualdad de género? Por cosas como ésta la gente pasa de ir a ver cine español #GoyasGolfos #BoicotALosGoya https://t.co/c5SrDkj2nY,0
180,Dani Rovira nos acaba de explicar el feminismo mientras hacía referencia a sus cojones. #Goya2017 #graciasDani,0
181,"Si odias a la selección española, no pasa nada, si odías la cultura española tampoco si odias al cine español eres un facha No entiendo nada",0
182,Tanto reivindicar el #cineespañol y la #cultura y la presidenta es guiri..q será una eminencia pero no había españoles? #goya2017,0
183,Por 'Crush' os referís a putas chonis?,1
184,Una auténtica vergüenza q se impida la protesta pacífica d la @CN10_VCF y la afición contra los dirigentes del… https://t.co/znAnJYr3Af,0
185,@RockEmAllSev Como si el ser una nazi de mierda no diera pie a atacarla por todos los costados.,1
186,Dani Rovira también es sodomita??? #goya2017,0
187,Yo soy un ministro o cargo político de este país y no iría ni de coña a los #Goya2017 Toda la puta gala poniéndome a caldo...,0
188,Me estoy volviendo loca con el maldito post del blog... nunca me había costado tanto XD espero tenerlo listo mañana...,0
189,@joseleatleti por desgracia aún no entregan Goyas por el simple hecho de ser subnormal. Deberían empezar,1
190,"Se puede ser subnormal y ya, pero ser subnormal y del Real Madrid ya es pasarse xD",1
191,Hoy se me ha llamado...  Blánco de mierda Racista Facha Puto nazi... Etc Por no dejar q se cuele un negro Mantero en torno @CercaniasMadrid,1
192,¿racista? ¿Dónde ves tú racismo pedazo de mierda putrefacta? @NandoDanconia https://t.co/5Oym1JQ5ZJ,1
193,"Así como habla la guiri, así hablo yo cuando son fallas.",0
194,@AngelBlanco_M @JosPastr Si rechazar dictadores como Franco o Maduro es ser perroflauta entonces lo soy. Da igual izquierda o derecha.,0
195,Independentista Rajoy https://t.co/FpQqNGJpVL vía @ARAopinio,0
196,Lis fachas ignorantes seguiran diciendo que son unos subvencionados. No los sacas de ahi. Animalitos #Goya2017,1
197,Periodista estadounidense: Nuestro gobierno nos sacrifica por los fascistas de #Ucrania  https://t.co/EyyePJ1X72,0
198,Cosas que pueden pasar en @BoyberryMadrid: que un actor porno gay americano te coma el culo. xD https://t.co/EtG0zZOGZr,0
199,El otro Dia una mujer sin billete me llamó facha machista por no dejarla colarse el torno en nuevos ministerio @CercaniasMadrid,0
200,"@Eloy99_bmx yo soy una mujer con polla, con pelo en pecho y lesbiana, si a las lesbianas no les gusto es que son unas transfobas",0
201,Ahora es cuando me vuelvo loca es decir ¿qué cojones me pasaba para no haberla visto antes?,0
202,Os resumo los #goya2017 antes de que terminen: queremos más dinero y qué malos son los fachas.,0
203,No me faltaba a mi otra cosa que rayarme por ese subnormal,1
204,@elhmelizee sigue sin estar bien utilizado el decir maricón en tu frase,0
205,"Embajadores,su santidad el Papa #goya2017 Homenaje a Loca Academia de Policía",0
206,"@pabloharour es muy muy de fachas que te guste tu país, España",0
207,Amenábar recomienda a Rajoy ver 'El gran dictador' https://t.co/osbvWTzvd2 #goya2017,0
208,"Aquí no hay más imbécil que tú,rojo de mierda VIVA FRANCO Y ARRIBA ESPAÑA!!!",1
209,@MarcosCarou @Azpitarte la cara de facha biencomido le delata. Pobre diablo al servicio del régimen (que no dieta),0
210,"Recuerdo cuando se decía que Emery era Dios por quedar 3º sin Villa, Silva y Mata… el Cholo lo hizo con Siqueira y Mario Suárez. Increíble.",0
211,España debe ser la única dictadura del mundo en la que el dictador le paga una gala a los opositores para que lo insulten todos los años.,0
212,Rovira ha estado al lado del Ministro y no le ha llamado facha,0
213,"@CastigadorAstur @LOrlandoVargas @lunagalla Usted conoce lo de ""tener los huevos negros"", ¿verdad? (Con perdón)",0
214,No sé cómo está gente se hace llamar periodistas y ganan dinero por hacer el ridiculo públicamente todos los días. Menudo subnormal.,1
215,@MarinaCL32 @rubia50tdq @DeellSur cuánto mongolo hay suelto jajjajaja,0
216,VIDEO | La afición explota ante otro ridículo del VCF https://t.co/LNAMbmyYFr https://t.co/piiR58mKwr,0
217,Ahora mismo me acaban de llamar racista por impedir que un negro Mantero sin papeles se cuele tras de mi en Chamartín @CercaniasMadrid,0
218,El régimen fascista de Kiev bombardea a los civiles en Donbass https://t.co/xPzfg8zpWg vía @forotribunal,0
219,ES LO QUE TIENE SER UN PUTO RETRASADO ... QUE ERES RETRASADO E IMBECIL PROFUNDO https://t.co/qif9gMY29t,1
220,"39 dice, pero parece que lleve más que el hilo negro.... Felicidades Jose, son los primeros 39!!😘 https://t.co/mH2zS33lJW",0
221,Esto es un calvo que le dice a un jorobado:-¿Que llevas en esa mochila? - Tu peine cabron,0
222,@Ppsocs vete a ver La Bella y la bestia anda maricón gangoso,1
223,Yo: Me suena este chico. Padre: Es maricón. Yo: También es camarero. Conozco muchos camareros. Padre: Y muchos maricones.,1
224,"@ESChocopon Qué tiene que ver eso con ser ""maricón""? xd",0
225,@DJR3BO @danielftjusten @guardiacivil @javirm1993 @cristobalsoria tu eres subnormal independientemente del equipo q seas. Insuperable,1
226,Chupito cada vez que los rojeras de los Goyas digan 'Trump',0
227,"@KRLS  Asocias la palabra ""inútil"" con catalán? 😂😂, Lo  despiden por ser malísimo, no por ser catalán",0
228,"Métete con tu equipo de mierda, puto subnormal @JuanJGG7 @valenciacf @SDEibar",1
229,Algún independentista se ha planteado que en el hipotético caso de hacerse un referéndum podria perder ? Y entonces que ? #porsaber,0
230,Tenias cara de felicidad guarrilla @gabi7rma https://t.co/TDx7H8obs8,0
231,La vida te da sorpresas:  Ponerle a tu hijo de nombre Ares (El Dios de la guerra) y que te salga maricón.   #FirstDates251,0
232,@femineka por la naturaleza más fuerte del hombre y también que hay mucho subnormal,0
233,"menudo capitán tenemos joder, Zapater representa al zaragocismo al igual que la afición 👏👏",0
234,Un facha de esRadio. Y luego que sí el Madrid no es el equipo del régimen. Va con el carné xD https://t.co/XSGHgxsYDN,1
235,"Mm falsa noche, será con un cine con mi negra",0
236,putas wikis con colores raros que te dejan viendo lineas negras por todos lados durante 5 minutos,0
237,"Me está dando la corazonada de que Gaga va a salir al #PepsiHalftime vestida como los futbolistas, pero en versión putona. Yo lo dejo caer.",1
238,En un pais normal estarias procesada por fascista y por incitación al odio. Basta de intentar enfrentar a la gente. https://t.co/AoF3HvOUc6,0
239,"@DieguezMiguel Pues súbete tu a repararlo, maricón",1
240,"Sr Murthy son ustedes muy incompetentes y la aficion debe dar un golpe de estado y esto a de cambiar de manera drástica ,y no es de recibo",0
241,General Raul Isaias Baduel convoca al desafio politico desde la carcel Abril2012 https://t.co/hGTfhRyIrP 54 UnidadCivilMilitarYA ¨,0
242,@RogeredRoger Cuando ves a la moza del pueblo pero eres el amigo subnormal https://t.co/wC0txSXwrR,0
243,"@InacheteHD A mi se me derramo BURN, MARICA.",0
244,el icono de kcherno y mi icono son goals porque quiero que me la meta es broma no soy maricon,0
245,"El independentista que ha cobrado 1,5 millones: '¿Cómo va a pararnos España si es un país de chichinabo?' https://t.co/hpTZS5PPhK",0
246,"Policía alemana contra ""refugiados"" en carnavales por ""interacciónes no deseadas con la población"". O sea, violaciones y agresiones sexuales https://t.co/9ZpcgrRawk",0
247,pero lo que mas me indigna de todo esto: por criticar a trump me han llamado podemita xDDD,0
248,"@skyhookmagazine el chaval tendrá su parte de culpa, pero los @OrlandoMagic hace tiempo que son un agujero negro",0
249,Premios Mónguer 2017. Mejor dirección novel: https://t.co/OF3vRXoxI3,0
250,Cuando las bombas fascistas cayeron sobre Valencia https://t.co/c0XdNxcBzX vía @valenciaplaza,0
251,@1144bpzr quizás tu pésima comprensión lectora tenga que ver con que sigas parado. Sólo contesté a un tarado que decía q Cádiz mejor con Teo,0
252,"""Te llaman maricon si escribes con el corazon, esa es la España profunda de la que reniego yo."" https://t.co/EaJmaXKg0Y",0
253,Otro subnormal que tiene problemas de infancia problemática https://t.co/tDjbPUnDu7,1
254,Para que luego digan que los de los #goya2017 son todos rojos. Han llevado un cura para dirigir la orquesta.,0
255,Madre mía que se ha ido casi toda la afición y todo. Vergüenza de equipo.,0
256,@esauistaNo1 Mamón! .... Disfruta y no pidas ensalada por si se piensan que estás de cahondeo .... jjajajajaja,0
257,Retweeted Violencia Género TD (@JoZurBay):  No olvidemors que los #refugiados son personas forzadas a huir de sus... https://t.co/70oUlLPkUC,0
258,@xRussianFairy ¿Sale una guarrilla pelirroja?,1
